filename|emotion|valence|arousal|dominance|text
data/iemocap/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M010.wav|hap|4.0|3.5|2.5|It's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy.  Do they?
data/iemocap/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F030.wav|sad|2.5|2.0|3.0|Geez.
data/iemocap/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M025.wav|hap|4.5|5.0|1.5|It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like...
data/iemocap/Session2/sentences/wav/Ses02F_script01_2/Ses02F_script01_2_M016.wav|ang|1.6667|3.3333|3.3333|What does that mean?  Me above all?
data/iemocap/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M015.wav|fru|2.0|4.0|4.0|All right.  All right, mom.  Just listen.  You know why I invited Annie her, don't you?
data/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M045.wav|sad|1.5|1.5|1.5|Yeah?
data/iemocap/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F006.wav|xxx|2.0|2.5|3.0|What was he doing out there at that hour?  He's getting just like after Larry died, walking around at night.  He dreams.
data/iemocap/Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M009.wav|xxx|2.0|3.0|3.5|Yes, me too, bored stiff. You want some Brandy?
data/iemocap/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F006.wav|xxx|2.5|2.5|2.5|Look,
data/iemocap/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M034.wav|neu|3.0|2.6667|3.3333|I'll get out.  I'll get married and I'll move somewhere else, maybe New York.
data/iemocap/Session4/sentences/wav/Ses04M_impro01/Ses04M_impro01_F005.wav|fru|2.5|4.0|3.5|I don't have any of them over here.  You're gonna have to go get in that line over there.  And they will give you a copy of the form.
data/iemocap/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F022.wav|fru|2.3333|3.3333|2.3333|Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.
data/iemocap/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F016.wav|hap|4.5|3.0|2.5|I'll never forgive you for waiting so long.  All I did was sit around and wonder if I was crazy for thinking about you.
data/iemocap/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M003.wav|neu|3.0|2.5|3.0|If you really want to do it-I mean,
data/iemocap/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F022.wav|xxx|4.0|3.3333|2.3333|What?  Dancing barefoot in the sand?  Drinking out of a bottle of champagne?
data/iemocap/Session4/sentences/wav/Ses04F_impro01/Ses04F_impro01_M016.wav|fru|2.5|3.0|3.5|Uhh, and you spelled your own name wrong.  So I need you to take that
data/iemocap/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F018.wav|hap|4.25|3.0|2.75|So, yeah, I mean, it'll be good.  We wanna like, uh, I think we're gonna have it in spring time, like early Spring--So it's no too hot yet.  And um--
data/iemocap/Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_F011.wav|neu|3.0|2.5|2.0|Okay.
data/iemocap/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_M052.wav|neu|2.6667|2.3333|2.6667|I am thinking like that.
data/iemocap/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_F023.wav|fru|2.0|3.5|3.0|Well, thank you very much.  You've been very helpful.
data/iemocap/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M017.wav|sad|1.5|3.0|4.5|just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.
data/iemocap/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M007.wav|neu|2.5|3.0|2.5|I think, um, maybe you can file a claim if you want and turn it in to our main office--
data/iemocap/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M015.wav|xxx|2.5|3.5|4.5|Laugh at all their sacred shibboleths.  Flippancy brings the acid in their damn sweetness and light.
data/iemocap/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_F027.wav|neu|3.0|2.5|2.5|Um- How many people do you want to live with?
data/iemocap/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M013.wav|ang|2.0|3.0|2.5|That's a nice point of view, I must say.
data/iemocap/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F031.wav|ang|2.0|3.3333|2.6667|I want things to turn out the way that they're supposed to be.
data/iemocap/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F020.wav|neu|2.5|2.5|3.0|That's the wind.
data/iemocap/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M024.wav|neu|3.0|2.5|1.5|Yeah.  It's alright.  But--
data/iemocap/Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F011.wav|ang|1.5|4.5|5.0|Oh, laugh at me, laugh all you like but why does this happen to very night she comes back?  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe look.
data/iemocap/Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_M015.wav|ang|2.5|2.5|3.5|Of course I had my name tags on the luggage.
data/iemocap/Session4/sentences/wav/Ses04M_impro02/Ses04M_impro02_F000.wav|xxx|2.0|3.5|3.0|It's the first year of your child's life.
data/iemocap/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M001.wav|fru|2.5|4.0|3.5|It's--I've been trying to find this job I can't get any job.
data/iemocap/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_M003.wav|fru|2.6667|2.6667|3.0|Don't look at me like that, he didn't tell me any more than he told you.
data/iemocap/Session5/sentences/wav/Ses05M_impro02/Ses05M_impro02_M001.wav|sad|2.3333|3.0|2.3333|I know it's really crappy timing, but I don't have a choice.
data/iemocap/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F016.wav|xxx|1.5|2.5|4.0|I can't do it all alone.
data/iemocap/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F012.wav|fru|2.0|3.5|3.0|I don't, it's just stupid.
data/iemocap/Session4/sentences/wav/Ses04M_script01_2/Ses04M_script01_2_F007.wav|neu|3.0|1.6667|2.0|Now listen, kid. Now, listen.
data/iemocap/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F003.wav|xxx|2.0|3.5|3.5|It's ours.  Mine too.
data/iemocap/Session5/sentences/wav/Ses05M_script02_2/Ses05M_script02_2_M008.wav|xxx|2.0|3.3333|2.3333|Why not?
data/iemocap/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M003.wav|fru|2.0|3.0|3.0|I just don't see how they can make you leave when you have a new baby - we have a new kid.
data/iemocap/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M010.wav|xxx|4.5|3.0|2.5|No, No, I'm really looking forward to it.  You know how long -- I have been talking about this forever, right? right?
data/iemocap/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M018.wav|fru|2.0|2.0|2.5|-they're evicting me from my apartment.
data/iemocap/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M041.wav|exc|4.5|4.5|4.5|Oh, I'm giving myself goose bumps.  Look, all my hairs are standing up.
data/iemocap/Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_F010.wav|sad|2.5|2.5|3.5|It's weird, I think. I feel so alone, you know? What am I going to do now? Now that he's gone.
data/iemocap/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F010.wav|xxx|4.0|3.0|3.5|Yes.  I mean just that.
data/iemocap/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M036.wav|ang|2.0|3.0|3.5|Turn it off. It's driving me mad.
data/iemocap/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F002.wav|xxx|2.0|4.5|4.0|Nobody travels seven hundred miles just see.
data/iemocap/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_M027.wav|fru|2.0|3.5|4.0|Because it is.
data/iemocap/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F016.wav|neu|2.6667|1.6667|1.6667|You started to write me.
data/iemocap/Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F022.wav|exc|3.5|3.0|3.0|Which particular one?
data/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M027.wav|neu|2.0|3.5|3.5|Well, if she does then that's the end of it. From her letters I think she's forgotten him.
data/iemocap/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M009.wav|neu|2.0|3.0|3.0|We've missed them twice.  That's not ever.
data/iemocap/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M010.wav|exc|2.0|4.5|4.5|You feel it's wrong here, don't you- this yard, this chair?  I want you to be ready for me Annie.  I don't want to win you away from anything.
data/iemocap/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M008.wav|fru|1.5|3.0|1.5|The kids-
data/iemocap/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F010.wav|exc|3.5|3.0|3.5|It's all about the connections
data/iemocap/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F011.wav|fru|2.5|3.5|3.5|This is humiliating.
data/iemocap/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F006.wav|exc|3.5|3.5|3.5|Behave exquisitely.
data/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M001.wav|neu|2.5|3.5|2.5|I knew nothing of the sort.  You took presents from him.
data/iemocap/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M024.wav|hap|3.6667|3.3333|3.0|Of course.  I told them right away.  We called them all right them.
data/iemocap/Session4/sentences/wav/Ses04F_script01_3/Ses04F_script01_3_F027.wav|xxx|2.0|3.5|4.5|Because you mustn't feel that way anymore because you have a right to whatever you have, Chris, do you understand, everything
data/iemocap/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F003.wav|xxx|4.0|3.5|3.0|Now and always my sweet.
data/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M021.wav|fru|2.0|3.5|3.0|Snap, snap, snap, like a little adder.
data/iemocap/Session5/sentences/wav/Ses05F_script02_1/Ses05F_script02_1_M018.wav|exc|3.5|3.5|2.5|Honey, this is a natural phenomenon. I mean,  It happens like once a year.  It's a great opportunity.
data/iemocap/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M009.wav|fru|2.0|2.5|3.0|I don't want to go but,-
data/iemocap/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M026.wav|sad|2.5|1.5|1.5|No.
data/iemocap/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M047.wav|xxx|3.5|2.5|3.0|Who else have you told?
data/iemocap/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F021.wav|xxx|4.0|3.5|4.5|Uhh, Thank you, darling.  And the same goes for you, except that if I ever see you so much as look at another woman, I'll kill you.
data/iemocap/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F013.wav|fru|2.0|4.0|3.5|How long have you been working here?
data/iemocap/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M019.wav|xxx|2.5|3.5|3.0|Right.
data/iemocap/Session5/sentences/wav/Ses05M_impro04/Ses05M_impro04_F003.wav|neu|2.5|2.5|3.0|What have you been trying?
data/iemocap/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F016.wav|xxx|3.0|3.0|2.5|Why?
data/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F017.wav|fru|2.5|3.0|3.0|No, it isn't.
data/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F029.wav|exc|4.0|2.6667|2.6667|It was ridiculous.  Completely ridiculous.
data/iemocap/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M037.wav|xxx|4.0|2.5|3.0|-and so... yeah.
data/iemocap/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M001.wav|fru|2.0|3.5|4.5|Ok.  I've- I've just been talking to this machine for the past half hour and I can't-can't get anything done.  I've been trying to book this vacation this entire time.
data/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F009.wav|sad|2.0|2.5|3.0|And he could of...  He was pretty awesome
data/iemocap/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M038.wav|hap|4.5|4.0|3.5|[LAUGHTER]
data/iemocap/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M038.wav|sad|2.0|3.0|3.0|No, I know.  But still.  I know I don't make you happy.
data/iemocap/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F014.wav|xxx|4.0|3.0|3.0|Always, I always do.
data/iemocap/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F017.wav|ang|2.0|2.3333|2.6667|Why?
data/iemocap/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M012.wav|sad|3.0|2.0|1.5|All right.
data/iemocap/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M016.wav|xxx|2.5|4.0|3.5|But my driver's license - I had to have my birth certificate to get my driver's license in the first place right, I mean this - here is my driver's license so
data/iemocap/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M045.wav|sad|2.0|3.5|3.0|I know.  Just you help me stay here.
data/iemocap/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M021.wav|hap|3.5|2.5|2.5|Give me-
data/iemocap/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M034.wav|fru|2.5|4.0|4.0|We just weren't in a good spot, all right? This is a much better spot. I have a good instinct for these things. Look, is that-
data/iemocap/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F028.wav|fru|2.3333|2.0|2.3333|Oh that's a great reason.  It's no reason at all.
data/iemocap/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F009.wav|xxx|2.0|3.6667|3.3333|Twice is as many times as we've tried. That's ever.
data/iemocap/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F008.wav|xxx|3.0|2.5|2.5|Well,
data/iemocap/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F009.wav|sad|2.6667|3.3333|2.6667|Nobody's ever gonna forget him.
data/iemocap/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M002.wav|fru|2.5|2.0|3.0|But, I'm--I'm nothing--I'm nothing without you here.  Maybe we can--we can get out of this somehow.
data/iemocap/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F012.wav|neu|3.5|3.5|4.0|Yes, I completely understand.  Actually, our-our airline only uses five star hotel and above.  Except we charge at a three star hotel rate because, as a corporation, we are able to get a deal from the hotels themselves.
data/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M010.wav|xxx|3.5|2.5|2.0|I think I'll have some.
data/iemocap/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F013.wav|fru|2.5|2.5|3.0|I don't know.  I feel like I've tried everything.
data/iemocap/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M038.wav|xxx|4.0|3.0|3.0|Annie, Annie.  I am going to make a fortune for you.
data/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M003.wav|xxx|3.5|2.5|3.0|It certainly is not.  It's slightly exaggerated scientific fact.
data/iemocap/Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M020.wav|xxx|2.5|3.5|4.5|It's a pity you didn't have any more Brandy it might have made you a little less disagreeable.
data/iemocap/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F041.wav|xxx|2.5|3.0|3.0|You can't talk like that.
data/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M025.wav|neu|3.0|2.6667|2.6667|You remember that awful scene we had in Venice?
data/iemocap/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F021.wav|neu|2.6667|2.3333|2.6667|Well, that's only your business, Chris.
data/iemocap/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M001.wav|neu|3.0|3.5|3.0|What I was saying.
data/iemocap/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F034.wav|sad|2.3333|3.0|2.0|This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?
data/iemocap/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_M011.wav|exc|3.5|3.5|3.5|[LAUGHTER]. You mustn't be serious, my dear one, that's what they want.
data/iemocap/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M037.wav|exc|4.0|3.0|2.5|Out there somewhere there is this huge mass of silver fish headed this way,
data/iemocap/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F026.wav|xxx|4.0|3.0|3.0|Right. Um, Thanks for asking, though. I mean, you sound nice, you know.
data/iemocap/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F014.wav|sad|3.0|3.0|2.5|At the cemetery?
data/iemocap/Session5/sentences/wav/Ses05F_script02_1/Ses05F_script02_1_M005.wav|fru|4.0|3.0|2.0|Whose is it?
data/iemocap/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M024.wav|xxx|4.0|2.5|3.5|Oh, okay.
data/iemocap/Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_M012.wav|ang|2.0|3.0|4.0|Oh my...just because I just...okay...
data/iemocap/Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_F021.wav|xxx|2.0|3.0|4.5|Adders don't snap they sting.
data/iemocap/Session4/sentences/wav/Ses04M_script01_2/Ses04M_script01_2_M016.wav|fru|3.0|3.3333|3.6667|Alright, alright.  Calm yourself.
data/iemocap/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M012.wav|neu|3.0|2.5|4.0|Tell them my name.  My name is Brent Backersen.
data/iemocap/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M011.wav|neu|3.0|3.5|3.0|Yeah, well, absolutely.  What we can -- let's just go ahead and just do a basic diagnostic of your system first off, okay.  Can you go down to your start button?
data/iemocap/Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_M030.wav|exc|4.0|3.5|4.5|Exactly.  Mooching off of all like the college experiences, that would've been me but you have saved me from that disaster. Thank you. Thank you very much.
data/iemocap/Session3/sentences/wav/Ses03M_impro01/Ses03M_impro01_M022.wav|fru|2.0|3.0|3.0|Oh, okay.  Wow.
data/iemocap/Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_M011.wav|exc|4.0|3.5|3.0|Okay. Well there you go.
data/iemocap/Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_M005.wav|neu|4.0|3.6667|2.6667|I know they don't tell you that kind of thing.
data/iemocap/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M003.wav|neu|3.0|2.5|3.0|Alright Ms. Brown what's the nature of your problem?
data/iemocap/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F031.wav|fru|3.0|3.0|3.5|charismatic.
data/iemocap/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M031.wav|fru|2.5|3.0|3.0|Look, I don't -- look, can we just not argue about this.  Like--
data/iemocap/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M011.wav|fru|2.0|2.5|2.5|I don't want to do engineering though.  It's so...I had the internship what, last summer,
data/iemocap/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M006.wav|xxx|4.5|3.0|2.5|No, it's a wrong number.
data/iemocap/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_M006.wav|fea|3.5|3.0|2.5|What do we do if they suddenly walk in on us?
data/iemocap/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F016.wav|fru|1.5|3.5|3.5|I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?
data/iemocap/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M011.wav|neu|3.6667|3.6667|2.6667|Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?
data/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M042.wav|sad|2.0|1.5|2.5|I'm doing the best I can.
data/iemocap/Session4/sentences/wav/Ses04F_impro08/Ses04F_impro08_M015.wav|ang|2.0|4.5|3.5|and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you.
data/iemocap/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F001.wav|xxx|2.5|3.5|2.0|Well, nobody knows we're here except Freda and she wouldn't ring up.
data/iemocap/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F022.wav|exc|4.5|4.5|3.5|I know. It's so cool.
